Region,Date,All aged 16 & over,Total economically active,Total in employment,Unemployed,Economically inactive,Economic activity rate (%),Employment rate (%),Unemployment rate (%),Economic inactivity rate (%),All aged 16 to 64,Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Economic inactivity rate (%) (16 to 64),Treated
North East,Aug-Oct 2000,2003836,1176156.253,1075625.729,100530.5243,827679.7471,58.69523518,53.67833139,8.547378294,41.30476482,1606752,1165308.873,1065398.59,99910.28307,441443.1266,72.52574594,66.30759385,8.573716836,27.47425406,0
North East,Sep-Nov 2000,2004261,1165074.913,1077177.91,87897.00252,839186.0871,58.12989989,53.74439309,7.544321961,41.87010011,1606956,1155234.837,1067740.468,87494.36881,451721.163,71.88963711,66.44491001,7.573730121,28.11036289,0
North East,Oct-Dec 2000,2004599,1157263.393,1070733.424,86529.96932,847335.6069,57.73041856,53.41384605,7.477119716,42.26958144,1607087,1148546.795,1063007.153,85539.64175,458540.205,71.46761781,66.14496622,7.447640978,28.53238219,0
North East,Nov-Jan 2001,2004914,1159787.628,1072963.044,86824.58387,845126.3718,57.84725072,53.51666178,7.486248496,42.15274928,1607272,1150134.155,1063745.494,86388.66045,457137.8454,71.55815286,66.18329033,7.511181205,28.44184714,0
North East,Dec-Feb 2001,2005191,1162355.156,1072816.322,89538.83368,842835.8438,57.96730367,53.50195181,7.70322506,42.03269633,1607304,1152214.787,1063532.042,88682.7443,455089.2133,71.68617677,66.16869257,7.696719859,28.31382323,0
North East,Jan-Mar 2001,2005620,1155579.741,1064333.939,91245.80139,850040.2595,57.61708302,53.06757707,7.896106014,42.38291698,1607498,1147837.373,1057345.71,90491.66249,459660.6271,71.40521313,65.77586476,7.883665807,28.59478687,0
North East,Feb-Apr 2001,2006002,1158017.636,1067480.454,90537.18264,847984.3638,57.72764116,53.21432648,7.818290482,42.27235884,1607651,1150961.68,1061092.975,89868.70474,456689.32,71.59275738,66.00269432,7.808140471,28.40724262,0
North East,Mar-May 2001,2006349,1162053.472,1076270.916,85782.55661,844295.5279,57.91881034,53.64325526,7.381980147,42.08118966,1607805,1154798.204,1069340.399,85457.80449,453006.7965,71.82451874,66.5093341,7.400237048,28.17548126,0
North East,Apr-Jun 2001,2006744,1160108.484,1073060.278,87048.20621,846635.5157,57.81048725,53.47270395,7.503453978,42.18951275,1608012,1152049.66,1065309.251,86740.40827,455962.3403,71.64434467,66.25008093,7.529224764,28.35565533,0
North East,May-Jul 2001,2007038,1152167.027,1066757.258,85409.76927,854870.9732,57.40633844,53.15082512,7.412967676,42.59366156,1608088,1142761.463,1058135.466,84625.99757,465326.5367,71.06336614,65.80084335,7.405394764,28.93663386,0
North East,Jun-Aug 2001,2007502,1154404.075,1069606.861,84797.21379,853097.9253,57.50450434,53.28048793,7.345540063,42.49549566,1608347,1146715.475,1062878.612,83836.86291,461631.5252,71.29776564,66.08515525,7.311043127,28.70223436,0
North East,Jul-Sep 2001,2008239,1156071.522,1074085.745,81985.77681,852167.478,57.56643119,53.48396009,7.091756457,42.43356881,1608861,1148541.745,1066861.026,81680.71946,460319.255,71.38850063,66.31157232,7.111689219,28.61149937,0
North East,Aug-Oct 2001,2008982,1159463.537,1077852.898,81610.63914,849518.4633,57.71398333,53.65169511,7.038655081,42.28601667,1609402,1150512.242,1069520.623,80991.61896,458889.7583,71.48693998,66.45453546,7.039613836,28.51306002,0
North East,Sep-Nov 2001,2009656,1157102.455,1076320.568,80781.88711,852553.5446,57.57714034,53.55745303,6.981394494,42.42285966,1609868,1148210.143,1067808.121,80402.02137,461657.8574,71.32324778,66.32892394,7.002378605,28.67675222,0
North East,Oct-Dec 2001,2010440,1164026.614,1084246.335,79780.27886,846413.3864,57.89909739,53.93079797,6.853819142,42.10090261,1610453,1155110.78,1075923.747,79187.03311,455342.2203,71.72582992,66.80876416,6.855362664,28.27417008,0
North East,Nov-Jan 2002,2011198,1161214.555,1079206.878,82007.67724,849983.4448,57.73745575,53.65990211,7.062232976,42.26254425,1610993,1154211.5,1072696.24,81515.25984,456781.5004,71.64596616,66.58602736,7.062419657,28.35403384,0
North East,Dec-Feb 2002,2011953,1162332.591,1075825.938,86506.65258,849620.4091,57.77135902,53.47172316,7.442504259,42.22864098,1611494,1155665.224,1069663.622,86001.60252,455828.7756,71.71390178,66.37713959,7.441740108,28.28609822,0
North East,Jan-Mar 2002,2012525,1167268.047,1080100.745,87167.30211,845256.9531,58.00017624,53.66893553,7.467633706,41.99982376,1611915,1160094.104,1073677.68,86416.42369,451820.8958,71.96993044,66.60882742,7.449087396,28.03006956,0
North East,Feb-Apr 2002,2013273,1170786.102,1088380.217,82405.88545,842486.8979,58.15337026,54.06024005,7.038509024,41.84662974,1612473,1161872.418,1080523.927,81348.49096,450600.5823,72.05530993,67.0103578,7.001499453,27.94469007,0
North East,Mar-May 2002,2014161,1160159.318,1080849.566,79309.75154,854001.682,57.60012819,53.66252085,6.836108654,42.39987181,1613016,1152118.782,1073929.574,78189.2087,460897.2177,71.42637037,66.57897836,6.786557941,28.57362963,0
North East,Apr-Jun 2002,2014864,1157603.998,1082922.548,74681.45007,857260.0018,57.45320767,53.74668206,6.45138149,42.54679233,1613631,1149930.466,1076021.892,73908.57319,463700.5344,71.26353333,66.6832685,6.427221072,28.73646667,0
North East,May-Jul 2002,2015541,1151399.871,1076181.645,75218.22568,864141.1289,57.12609523,53.39418277,6.53276308,42.87390477,1614003,1143312.292,1068346.938,74965.35397,470690.7075,70.83706117,66.19237625,6.556857165,29.16293883,0
North East,Jun-Aug 2002,2016011,1157145.224,1084622.662,72522.56192,858865.776,57.3977634,53.80043373,6.267369075,42.6022366,1614296,1149765.946,1077711.277,72054.66871,464530.0543,71.22398529,66.76045019,6.26689884,28.77601471,0
North East,Jul-Sep 2002,2016610,1156904.245,1084573.318,72330.92738,859705.7551,57.36876466,53.78200632,6.25211012,42.63123534,1614543,1149361.825,1077514.178,71847.64649,465181.1751,71.18805909,66.73802918,6.251090382,28.81194091,0
North East,Aug-Oct 2002,2017061,1153533.467,1084369.138,69164.32932,863527.5325,57.18882411,53.75985844,5.995866723,42.81117589,1614765,1145235.163,1076820.749,68414.41475,469529.8365,70.92271405,66.68591087,5.973831134,29.07728595,0
North East,Sep-Nov 2002,2017610,1155785.011,1078473.405,77311.60658,861824.9885,57.2848574,53.45301643,6.689099254,42.7151426,1615054,1146872.881,1069988.623,76884.25812,468181.119,71.01142631,66.2509503,6.703816909,28.98857369,0
North East,Oct-Dec 2002,2018308,1153335.171,1071244.985,82090.18547,864972.8292,57.14366543,53.07638801,7.117634799,42.85633457,1615398,1143713.281,1062220.997,81492.28445,471684.719,70.80071171,65.75599304,7.125237226,29.19928829,0
North East,Nov-Jan 2003,2018623,1138692.786,1065954.555,72738.23151,879930.2136,56.40938335,52.80602445,6.387871459,43.59061665,1615487,1129515.139,1057312.763,72202.37626,485971.861,69.91793428,65.44854665,6.392333645,30.08206572,0
North East,Dec-Feb 2003,2019129,1147887.267,1071077.746,76809.5212,871241.7329,56.85061564,53.04652382,6.691381933,43.14938436,1615703,1139025.67,1062714.367,76311.3028,476677.33,70.49721824,65.77411611,6.699699999,29.50278176,0
North East,Jan-Mar 2003,2019719,1147393.053,1069727.099,77665.95431,872325.947,56.809539,52.96415485,6.768905748,43.190461,1615987,1139000.844,1061699.117,77301.72629,476986.1562,70.48329249,65.69973134,6.786801495,29.51670751,0
North East,Feb-Apr 2003,2020267,1151368.711,1072098.176,79270.53498,868898.2893,56.99091807,53.06715279,6.884895711,43.00908193,1616280,1142469.534,1063074.654,79394.87971,473810.4664,70.68512471,65.77292634,6.949408923,29.31487529,0
North East,Mar-May 2003,2020760,1155778.335,1080298.523,75479.81211,864981.665,57.19523026,53.46001123,6.530647774,42.80476974,1616500,1146680.166,1071116.605,75563.56127,469819.834,70.93598305,66.26146642,6.58976788,29.06401695,0
North East,Apr-Jun 2003,2021414,1152080.507,1083104.099,68976.40773,869333.4929,56.99379281,53.58150776,5.987116986,43.00620719,1616869,1142336.794,1073203.356,69133.43809,474532.2057,70.65116557,66.37540557,6.051931307,29.34883443,0
North East,May-Jul 2003,2021888,1159752.859,1086440.487,73312.3713,862135.1413,57.35989623,53.73395991,6.321378796,42.64010377,1617064,1147872.9,1074408.244,73464.65533,469191.1003,70.98500119,66.44191228,6.400068801,29.01499881,0
North East,Jun-Aug 2003,2022362,1160215.434,1088493.545,71721.88865,862146.566,57.36932528,53.82288361,6.181773363,42.63067472,1617394,1147921.028,1076258.852,71662.17589,469472.9723,70.97349364,66.54277509,6.242779264,29.02650636,0
North East,Jul-Sep 2003,2022879,1166757.43,1090033.905,76723.52511,856121.5704,57.67806328,53.88527463,6.575790576,42.32193672,1617706,1153272.89,1076704.13,76568.76013,464433.1102,71.29063561,66.55746654,6.639257786,28.70936439,0
North East,Aug-Oct 2003,2023414,1172124.25,1094634.83,77489.42046,851289.7497,57.92804885,54.09841139,6.611024423,42.07195115,1618062,1159859.452,1082605.872,77253.58029,458202.5477,71.68201542,66.90756424,6.660598414,28.31798458,0
North East,Sep-Nov 2003,2024056,1178734.96,1105474.56,73260.40052,845321.0399,58.236282,54.61679714,6.215171603,41.763718,1618480,1166013.984,1092697.731,73316.2525,452466.0163,72.04376845,67.51382354,6.28776786,27.95623155,0
North East,Oct-Dec 2003,2024525,1181701.508,1108883.673,72817.83485,842823.4919,58.3693216,54.77253545,6.162117451,41.6306784,1618747,1168397.801,1095685.439,72712.36282,450349.1986,72.17914853,67.68725679,6.223253992,27.82085147,0
North East,Nov-Jan 2004,2024993,1177924.516,1105721.828,72202.68802,847068.484,58.16931298,54.60373581,6.12965322,41.83068702,1619073,1166099.205,1093978.329,72120.87548,452973.7955,72.02264534,67.5681905,6.184797589,27.97735466,0
North East,Dec-Feb 2004,2025594,1179994.789,1110628.318,69366.47161,845599.2109,58.2542597,54.82975945,5.878540503,41.7457403,1619471,1166446.586,1097097.588,69348.99811,453024.4138,72.02639542,67.74419474,5.945321366,27.97360458,0
North East,Jan-Mar 2004,2026020,1181567.652,1115831.707,65735.94492,844452.3484,58.31964401,55.07505882,5.563451643,41.68035599,1619782,1166485.504,1100651.582,65833.92204,453296.4956,72.01496895,67.95059967,5.643783981,27.98503105,0
North East,Feb-Apr 2004,2026557,1180012.615,1115166.725,64845.89044,846544.3845,58.22745748,55.02765158,5.495355693,41.77254252,1620067,1164569.7,1099627.133,64942.56728,455497.2995,71.88404556,67.8754109,5.576529018,28.11595444,0
North East,Mar-May 2004,2026997,1169809.595,1105862.042,63947.55229,857187.4055,57.71146156,54.55666892,5.466492375,42.28853844,1620328,1153092.187,1089498.834,63593.35285,467235.813,71.16412152,67.23940055,5.515027642,28.83587848,0
North East,Apr-Jun 2004,2027601,1178537.809,1114708.878,63828.93083,849063.1912,58.12473997,54.97673743,5.415942564,41.87526003,1620755,1160641.19,1097053.106,63588.08392,460113.8103,71.61114355,67.68778167,5.478703021,28.38885645,0
North East,May-Jul 2004,2028116,1183240.282,1120252.381,62987.90085,844875.7177,58.34184447,55.23610984,5.323339797,41.65815553,1621061,1166658.08,1103921.817,62736.26277,454402.92,71.96879574,68.09872159,5.37743353,28.03120426,0
North East,Jun-Aug 2004,2029039,1186385.682,1116988.393,69397.28906,842653.3182,58.47032422,55.05011943,5.849471223,41.52967578,1621885,1170351.412,1100975.937,69375.47497,451533.5877,72.15995045,67.88249089,5.927747362,27.84004955,0
North East,Jul-Sep 2004,2029942,1187523.241,1117531.394,69991.84699,842418.7585,58.50035328,55.05238054,5.893934918,41.49964672,1622637,1171664.887,1101851.152,69813.73513,450972.1132,72.20745532,67.90496899,5.958507071,27.79254468,0
North East,Aug-Oct 2004,2030944,1182277.085,1111217.129,71059.95655,848666.9146,58.21317995,54.71431654,6.010431686,41.78682005,1623457,1165950.54,1095100.66,70849.88,457506.4601,71.81899735,67.45486082,6.0765768,28.18100265,0
North East,Sep-Nov 2004,2031874,1188901.534,1112050.118,76851.4164,842972.4657,58.51256201,54.73026959,6.464069075,41.48743799,1624273,1175419.718,1098965.482,76454.23648,448853.282,72.3658965,67.65891457,6.504420107,27.6341035,0
North East,Oct-Dec 2004,2032815,1187856.66,1112635.141,75221.51935,844958.3398,58.43407591,54.73371363,6.332541785,41.56592409,1624994,1174604.769,1099909.508,74695.26073,450389.2312,72.28363728,67.68698888,6.359182485,27.71636272,0
North East,Nov-Jan 2005,2033750,1196818.014,1131368.334,65449.68073,836931.9856,58.84784337,55.62966607,5.468641008,41.15215663,1625829,1183117.877,1118232.279,64885.59862,442711.1229,72.77013002,68.77920609,5.48428858,27.22986998,0
North East,Dec-Feb 2005,2034584,1197665.666,1133591.785,64073.88078,836918.3343,58.86538308,55.71614565,5.349897105,41.13461692,1626566,1183806.423,1120615.97,63190.45218,442759.5774,72.77948897,68.89458961,5.337904151,27.22051103,0
North East,Jan-Mar 2005,2035737,1193497.087,1126352.912,67144.17493,842239.9132,58.62727291,55.32899937,5.62583484,41.37272709,1627585,1180685.337,1114347.33,66338.00706,446899.6632,72.54216135,68.4663062,5.618601756,27.45783865,0
North East,Feb-Apr 2005,2036547,1194214.956,1123707.065,70507.89083,842332.0442,58.63920429,55.17707497,5.904120568,41.36079571,1628220,1180148.001,1110398.009,69749.99267,448071.9988,72.48086875,68.19705006,5.910275033,27.51913125,0
North East,Mar-May 2005,2037492,1198000.897,1121275.208,76725.68958,839491.1025,58.79782092,55.03212812,6.404476803,41.20217908,1628986,1185699.08,1109891.822,75807.25748,443286.9203,72.78755494,68.13390798,6.393465153,27.21244506,0
North East,Apr-Jun 2005,2038491,1208779.513,1127129.149,81650.36431,829711.4866,59.29776062,55.29232894,6.754777311,40.70223938,1629824,1195546.865,1115194.719,80352.14588,434277.1347,73.35435393,68.42424209,6.720953248,26.64564607,0
North East,May-Jul 2005,2039477,1204145.818,1124635.857,79509.9616,835331.1817,59.04189252,55.1433459,6.603017706,40.95810748,1630708,1190059.618,1112172.052,77887.56555,440648.3824,72.97809403,68.20179039,6.544845686,27.02190597,0
North East,Jun-Aug 2005,2040141,1198851.405,1119672.421,79178.98415,841289.5948,58.76316417,54.88210967,6.604570326,41.23683583,1631319,1186791.245,1108631.875,78159.37029,444527.7545,72.75040905,67.95923269,6.5857724,27.24959095,0
North East,Jul-Sep 2005,2040839,1196104.134,1117356.607,78747.52714,844734.866,58.60845143,54.74986547,6.583668169,41.39154857,1631986,1184313.597,1106616.289,77697.30863,447672.4027,72.56885766,67.80795232,6.560535048,27.43114234,0
North East,Aug-Oct 2005,2041659,1198078.097,1118755.153,79322.94421,843580.9026,58.68159656,54.79637653,6.620849207,41.31840344,1632808,1185332.261,1106533.001,78799.26025,447475.7388,72.59471176,67.76871506,6.647862614,27.40528824,0
North East,Sep-Nov 2005,2042414,1199491.156,1124740.052,74751.10458,842922.8436,58.72909001,55.0691511,6.231901268,41.27090999,1633538,1186961.34,1113056.801,73904.53843,446576.6603,72.66199744,68.13779669,6.226364411,27.33800256,0
North East,Oct-Dec 2005,2043076,1204373.409,1126509.16,77864.24876,838702.5912,58.94902631,55.13789795,6.465125201,41.05097369,1634196,1191717.982,1114424.925,77293.05691,442478.018,72.92380975,68.19407985,6.485851357,27.07619025,0
North East,Nov-Jan 2006,2043852,1197315.303,1117774.573,79540.72992,846536.6971,58.58131131,54.68960438,6.64325677,41.41868869,1634912,1183652.545,1104691.161,78961.38466,451259.4546,72.39854777,67.56884534,6.670993525,27.60145223,0
North East,Dec-Feb 2006,2044591,1225796.918,1141414.32,84382.59788,818794.0821,59.95316021,55.82604638,6.883897051,40.04683979,1635621,1209343.075,1125435.248,83907.82682,426277.925,73.93785449,68.80782579,6.938298036,26.06214551,0
North East,Jan-Mar 2006,2045414,1228819.04,1149424.927,79394.11303,816594.9599,60.07678837,56.19522146,6.461009346,39.92321163,1636455,1212458.825,1133467.072,78991.75332,423996.1749,74.09056925,69.26356495,6.51500502,25.90943075,0
North East,Feb-Apr 2006,2046059,1232964.563,1157648.859,75315.70428,813094.4369,60.26045989,56.57944658,6.108505186,39.73954011,1637011,1216150.49,1140915.588,75234.90177,420860.5098,74.29091742,69.69504716,6.186315129,25.70908258,0
North East,Mar-May 2006,2046876,1231684.222,1160333.145,71351.0773,815191.7778,60.17385627,56.68800381,5.792968361,39.82614373,1637874,1215852.366,1144595.859,71256.50746,422021.6336,74.23357147,69.88302268,5.860621686,25.76642853,0
North East,Apr-Jun 2006,2047520,1232203.351,1157700.453,74502.89785,815316.6492,60.18028399,56.54159436,6.046315148,39.81971601,1638501,1217002.369,1143001.172,74001.19718,421498.6309,74.27535102,69.7589548,6.080612417,25.72464898,0
North East,May-Jul 2006,2048270,1229487.487,1149895.596,79591.89115,818782.5133,60.02565515,56.13984463,6.473582855,39.97434485,1639216,1214379.275,1135175.014,79204.26071,424836.725,74.08293202,69.25109408,6.522201288,25.91706798,0
North East,Jun-Aug 2006,2049424,1234835.208,1153188.138,81647.07006,814588.7921,60.25279337,56.26889008,6.611981059,39.74720663,1640225,1218943.246,1137839.51,81103.73611,421281.7542,74.31561193,69.37094055,6.653610526,25.68438807,0
North East,Jul-Sep 2006,2050543,1226097.356,1143837.936,82259.42084,824445.6435,59.79378908,55.78219699,6.709044792,40.20621092,1641143,1209489.704,1127873.469,81616.23446,431653.2962,73.69800827,68.72487464,6.74798919,26.30199173,0
North East,Aug-Oct 2006,2051615,1226788.085,1144011.59,82776.495,824826.9146,59.79621349,55.76151424,6.747415954,40.20378651,1642102,1210704.544,1128487.344,82217.20014,431397.4556,73.72894889,68.72212227,6.79085583,26.27105111,0
North East,Sep-Nov 2006,2052813,1228660.331,1145812.504,82847.82654,824152.669,59.85252095,55.81670149,6.742939807,40.14747905,1643084,1212495.044,1130247.024,82248.02025,430588.9559,73.79385619,68.78814618,6.783369602,26.20614381,0
North East,Oct-Dec 2006,2053940,1230015.898,1148401.711,81614.18666,823924.1022,59.88567815,55.91213527,6.635213968,40.11432185,1644087,1213913.484,1132905.196,81008.28824,430173.5157,73.83511239,68.90786169,6.67331645,26.16488761,0
North East,Nov-Jan 2007,2055024,1235697.218,1159856.082,75841.13613,819326.7821,60.13054923,56.44002609,6.137517754,39.86945077,1644996,1221917.307,1146717.332,75199.97509,423078.6926,74.280868,69.70942983,6.154260573,25.719132,0
North East,Dec-Feb 2007,2056181,1234886.338,1153746.136,81140.20218,821294.6621,60.05727793,56.11111744,6.570661581,39.94272207,1645995,1220430.091,1139808.92,80621.17067,425564.9088,74.14543125,69.24741087,6.605963853,25.85456875,0
North East,Jan-Mar 2007,2057183,1231930.913,1149519.168,82411.74545,825252.0869,59.88436192,55.87831358,6.689640188,40.11563808,1646888,1219342.591,1137396.411,81946.18009,427545.409,74.03919338,69.06337352,6.720521426,25.96080662,0
North East,Feb-Apr 2007,2058354,1229127.157,1147737.803,81389.3548,829226.8427,59.71408015,55.75998116,6.621719674,40.28591985,1647869,1218501.699,1137002.172,81499.52741,429367.301,73.94408773,68.99833491,6.688503387,26.05591227,0
North East,Mar-May 2007,2059476,1239950.43,1162552.465,77397.96488,819525.5701,60.20708325,56.44894454,6.242020892,39.79291675,1648834,1228116.194,1151720.848,76395.34642,420717.8055,74.48391982,69.85062463,6.220530823,25.51608018,0
North East,Apr-Jun 2007,2060563,1240812.426,1162546.772,78265.65376,819750.5741,60.2171555,56.41888999,6.307613635,39.7828445,1649732,1227642.561,1150982.158,76660.40282,422089.4388,74.41466621,69.76782643,6.24452143,25.58533379,0
North East,May-Jul 2007,2061716,1234623.502,1155330.248,79293.25388,827092.4981,59.88329634,56.037313,6.422464319,40.11670366,1650769,1221076.63,1143148.1,77928.53054,429692.3699,73.97016967,69.24942857,6.381952501,26.02983033,0
North East,Jun-Aug 2007,2062614,1235705.248,1163468.003,72237.24476,826908.7518,59.90967036,56.40745207,5.845831347,40.09032964,1651332,1221051.212,1150134.547,70916.66531,430280.7876,73.94341128,69.64889841,5.807837098,26.05658872,0
North East,Jul-Sep 2007,2063502,1243885.46,1166854.576,77030.88372,819616.5401,60.28031278,56.54729563,6.192763417,39.71968722,1651963,1227037.081,1150913.696,76123.38529,424925.9186,74.27751599,69.66945968,6.203837393,25.72248401,0
North East,Aug-Oct 2007,2064336,1236922.148,1166024.797,70897.35102,827413.8522,59.91864444,56.48425435,5.731755321,40.08135556,1652491,1221751.802,1151694.03,70057.77228,430739.1979,73.93394591,69.69442071,5.734206584,26.06605409,0
North East,Sep-Nov 2007,2065231,1233261.068,1160032.506,73228.56177,831969.9318,59.7154056,56.16962492,5.93779887,40.2845944,1653147,1216664.616,1143944.744,72719.87214,436482.3839,73.59688014,69.19800502,5.976985866,26.40311986,0
North East,Oct-Dec 2007,2066220,1239437.241,1170187.216,69250.02462,826782.7593,59.98573437,56.63420236,5.587215096,40.01426563,1653814,1222613.938,1153826.408,68787.53009,431200.0619,73.92693121,69.76760434,5.626267454,26.07306879,0
North East,Nov-Jan 2008,2067088,1238704.915,1168825.482,69879.43354,828383.0849,59.92511761,56.5445439,5.641330125,40.07488239,1654372,1219432.791,1150128.136,69304.65536,434939.2091,73.70970924,69.52052716,5.683351791,26.29029076,0
North East,Dec-Feb 2008,2067900,1235401.421,1162422.215,72979.20634,832498.5785,59.74183575,56.21268993,5.907327374,40.25816425,1654916,1216833.983,1144286.57,72547.41326,438082.0171,73.52844391,69.14469191,5.961981197,26.47155609,0
North East,Jan-Mar 2008,2068843,1232338.686,1153401.566,78937.12025,836504.3136,59.56656384,55.75104375,6.405472872,40.43343616,1655617,1210862.869,1132832.784,78030.08456,444754.1314,73.1366535,68.42360184,6.444171886,26.8633465,0
