Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
West Midlands,1998,2569470.866,2395019.824,174451.0415,58.46421335,2533634.957,2360201.81,173433.1476,766593.0428,76.77151267,71.51632583,6.845230294,0
West Midlands,1998,2564899.905,2400754.308,164145.5963,58.59321163,2526702.388,2363590.699,163111.6892,774069.6117,76.54883125,71.60720883,6.455516484,0
West Midlands,1998,2570851.143,2410406.452,160444.6914,58.81689755,2533150.821,2373628.019,159522.802,767994.1791,76.73552119,71.90317356,6.297406402,0
West Midlands,1998,2577601.976,2418332.053,159269.9221,58.99988322,2535931.844,2378433.677,157498.1668,765573.1558,76.81138887,72.04089279,6.210662448,0
West Midlands,1998,2580388.976,2418689.355,161699.6217,58.99368949,2540949.417,2380028.254,160921.1631,761315.5828,76.94565449,72.0726003,6.33311163,0
West Midlands,1998,2576041.283,2423386.153,152655.13,59.09990176,2537807.346,2386663.556,151143.7905,764741.6536,76.84389683,72.26731703,5.955684173,0
West Midlands,1998,2579570.249,2428351.41,151218.8386,59.20617689,2540991.134,2391278.317,149712.8166,762114.866,76.9273264,72.39484041,5.891906297,0
West Midlands,1998,2581914.467,2422388.005,159526.462,59.05680771,2545109.678,2387989.524,157120.1535,758203.3221,77.04718499,72.2907434,6.173413855,0
West Midlands,1998,2594189.362,2436752.379,157436.9828,59.39840339,2558366.394,2403580.033,154786.361,745483.6061,77.43591246,72.75088254,6.050203026,0
West Midlands,1998,2596521.07,2432585.935,163935.1346,59.29302627,2558939.956,2396523.346,162416.6106,745010.0438,77.45092862,72.53509725,6.347027027,0
West Midlands,1998,2589768.786,2422411.707,167357.0784,59.04395534,2551939.408,2385920.042,166019.3662,752082.5921,77.23736125,72.21259549,6.505615519,0
West Midlands,1998,2579256.468,2409547.813,169708.6544,58.72590143,2543002.078,2374147.432,168854.6466,761277.9216,76.96085315,71.85067342,6.639972811,0
West Midlands,1999,2583017.948,2413932.769,169085.1785,58.82538874,2547623.871,2380037.629,167586.2424,757056.1291,77.09139375,72.02021462,6.578139117,0
West Midlands,1999,2583218.082,2407970.209,175247.8729,58.67496757,2546464.49,2372699.604,173764.8855,758451.5101,77.05080825,71.79303814,6.823770218,0
West Midlands,1999,2579748.132,2397840.206,181907.9267,58.42932591,2543629.814,2363301.249,180328.5654,761171.1856,76.96771498,71.51115147,7.08941861,0
West Midlands,1999,2585406.655,2406011.162,179395.4925,58.62000385,2550602.185,2372042.687,178559.4981,754780.8149,77.16510265,71.76302071,7.000680043,0
West Midlands,1999,2590670.139,2413935.327,176734.8122,58.80533129,2555595.84,2379331.103,176264.7372,750132.1603,77.30811004,71.9760096,6.89720708,0
West Midlands,1999,2589555.444,2409416.493,180138.9513,58.69138862,2553619.971,2373673.946,179946.0255,752282.0289,77.24427315,71.80109833,7.046703406,0
West Midlands,1999,2589264.905,2411197.838,178067.0662,58.72995955,2553293.173,2375469.37,177823.8033,752906.827,77.22742644,71.84893139,6.964488262,0
West Midlands,1999,2592348.298,2421534.082,170814.2166,58.97867571,2553845.968,2383681.087,170164.8805,752377.0321,77.24360903,72.09680313,6.663083156,0
West Midlands,1999,2588744.696,2423537.461,165207.2347,59.02607534,2548928.139,2385584.881,163343.258,757332.8611,77.09397833,72.15355596,6.408311615,0
West Midlands,1999,2596112.225,2429731.5,166380.7249,59.17222066,2557170.841,2392384.563,164786.2781,749318.1585,77.33795097,72.3542272,6.444085606,0
West Midlands,1999,2585950.691,2415827.421,170123.2698,58.82976943,2547743.012,2379818.589,167924.423,758664.9881,77.05470746,71.97595061,6.591105235,0
West Midlands,1999,2576225.379,2402477.666,173747.7125,58.49970698,2538042.715,2365469.273,172573.4424,768668.285,76.75429498,71.53541004,6.799469581,0
West Midlands,2000,2569500.694,2399717.881,169782.8125,58.42616186,2532312.227,2364493.668,167818.5593,774560.7726,76.57724465,71.50240327,6.627087984,0
West Midlands,2000,2559407.543,2401433.528,157974.0146,58.46793288,2520034.819,2363000.569,157034.2502,786670.1806,76.20984694,71.46088233,6.231431765,0
West Midlands,2000,2564399.624,2408045.529,156354.095,58.62250738,2524580.718,2369759.437,154821.2811,782456.282,76.33965746,71.65808658,6.132554212,0
West Midlands,2000,2561174.589,2402998.41,158176.1795,58.49498154,2522399.529,2365698.43,156701.0994,784709.4706,76.27204091,71.53373021,6.212382202,0
West Midlands,2000,2554910.325,2394478.533,160431.7918,58.28552918,2518322.869,2359722.987,158599.8818,788859.1315,76.14709044,71.35147043,6.297837493,0
West Midlands,2000,2556619.43,2400349.83,156269.6005,58.42719462,2518850.197,2364496.97,154353.2275,788283.8028,76.16414083,71.49686011,6.127924068,0
West Midlands,2000,2549397.019,2395991.996,153405.0229,58.31626546,2513914.723,2361830.325,152084.398,793347.2767,76.01196166,71.41346302,6.049703939,0
West Midlands,2000,2547260.128,2401029.759,146230.3686,58.41563386,2507834.298,2362660.899,145173.3992,800464.7019,75.8043423,71.41618393,5.788795508,0
West Midlands,2000,2554763.128,2408171.321,146591.8066,58.56556009,2516355.468,2370799.343,145556.1247,793174.5322,76.03362011,71.63552961,5.784402345,0
West Midlands,2000,2549653.972,2400562.372,149091.5998,58.35391948,2510446.275,2362396.93,148049.345,800449.7249,75.82377323,71.35219379,5.89733174,0
West Midlands,2000,2545394.338,2388754.164,156640.1746,58.04484088,2510108.785,2354480.775,155628.0105,801824.2149,75.78984192,71.0908335,6.200050427,0
West Midlands,2000,2551134.579,2397947.658,153186.9205,58.24460007,2513590.821,2361054.392,152536.4293,799491.1787,75.86865708,71.26459267,6.068466991,0
West Midlands,2001,2567249.862,2415474.297,151775.5652,58.64865784,2529643.492,2378422.15,151221.3416,784357.5082,76.3320075,71.76890261,5.977970495,0
West Midlands,2001,2557579.309,2406128.064,151451.2443,58.39814748,2519416.676,2368156.573,151260.1035,795734.3235,75.99704136,71.43435014,6.003774797,0
West Midlands,2001,2559904.911,2416607.192,143297.719,58.63274437,2524884.34,2382630.812,142253.5287,791181.6597,76.14095559,71.85112756,5.634061189,0
West Midlands,2001,2561729.786,2422899.204,138830.5825,58.75971355,2528059.721,2390191.961,137867.7599,789281.2789,76.20741193,72.05144003,5.453500912,0
West Midlands,2001,2559759.607,2427751.002,132008.6049,58.85459828,2527995.492,2397049.204,130946.2884,790493.5078,76.17911321,72.23315201,5.179846594,0
West Midlands,2001,2554837.2,2413460.914,141376.2856,58.48669116,2519807.295,2379600.004,140207.2906,799702.7052,75.90901352,71.68527898,5.564206868,0
West Midlands,2001,2551360.781,2412398.168,138962.613,58.43456973,2516202.627,2378233.355,137969.2717,804525.3733,75.77262054,71.61783064,5.483233751,0
West Midlands,2001,2564707.142,2430076.722,134630.4198,58.8390887,2525598.321,2392111.881,133486.4403,796229.6787,76.03037609,72.01191275,5.285339288,0
West Midlands,2001,2571011.302,2431029.654,139981.6482,58.82989835,2530600.84,2391335.962,139264.8773,792899.1603,76.142646,71.95233827,5.503233662,0
West Midlands,2001,2574989.149,2433516.015,141473.134,58.86157873,2534169.597,2393222.846,140946.7512,790636.4029,76.22007411,71.98082673,5.561851555,0
West Midlands,2001,2596988.592,2457476.304,139512.2878,59.41308982,2553187.656,2414391.603,138796.0526,773075.3439,76.75844201,72.58570965,5.436186888,0
West Midlands,2001,2599660.218,2455491.876,144168.342,59.32945477,2553803.277,2410649.198,143154.0789,774221.723,76.73630087,72.4348284,5.605524914,0
West Midlands,2002,2592935.596,2446339.683,146595.9132,59.07907123,2546692.517,2400977.31,145715.2071,782727.4825,76.49057546,72.11398112,5.721743247,0
West Midlands,2002,2592041.338,2446699.342,145341.9961,59.05913161,2546054.646,2401572.407,144482.2392,784873.3541,76.43679617,72.09919898,5.674750124,0
West Midlands,2002,2596247.145,2451727.161,144519.9835,59.15178104,2552247.093,2408865.426,143381.667,780042.9069,76.5913859,72.28858911,5.617859941,0
West Midlands,2002,2594449.135,2448454.412,145994.7236,59.0448284,2547558.668,2403047.437,144511.2318,786076.3315,76.41984406,72.08489942,5.67253793,0
West Midlands,2002,2606261.084,2459738.407,146522.6766,59.28361882,2556912.312,2412602.933,144309.3793,778570.6877,76.65793267,72.33144144,5.643892386,0
West Midlands,2002,2611158.4,2462539.393,148619.0069,59.31838766,2564112.394,2417752.552,146359.8422,772941.6061,76.83760568,72.45170596,5.708011964,0
West Midlands,2002,2614256.757,2461927.6,152329.1575,59.27699204,2569143.426,2419307.955,149835.4711,769110.5742,76.9606934,72.4722551,5.832117804,0
West Midlands,2002,2614389.171,2460545.699,153843.472,59.20809409,2569494.22,2418213.425,151280.7945,770662.7802,76.92734862,72.39819641,5.887570922,0
West Midlands,2002,2612294.903,2456950.099,155344.8038,59.08983688,2568070.631,2415010.272,153060.3589,773798.3687,76.84534107,72.26525852,5.96013042,0
West Midlands,2002,2607544.384,2453970.216,153574.1683,58.98484777,2563774.735,2411548.03,152226.705,779975.2649,76.67363694,72.12106258,5.937600635,0
West Midlands,2002,2613125.941,2459744.38,153381.5606,59.08913947,2571961.495,2419291.531,152669.9641,773593.5053,76.87697541,72.31360807,5.935935062,0
West Midlands,2002,2620727.681,2472677.601,148050.0801,59.36743948,2579968.544,2432597.624,147370.9205,767338.456,77.07594625,72.67327507,5.712120824,0
West Midlands,2003,2623336.736,2471457.843,151878.8933,59.30897667,2581658.103,2431612.061,150046.0413,767129.8975,77.09231228,72.61170493,5.812002805,0
West Midlands,2003,2615956.551,2460611.309,155345.242,59.01046549,2575032.033,2421687.046,153344.987,775805.9669,76.84740453,72.271087,5.955071046,0
West Midlands,2003,2619907.318,2461637.709,158269.6096,59.00263463,2578248.885,2421495.147,156753.7384,774344.1146,76.90312798,72.22753096,6.079852851,0
West Midlands,2003,2605395.709,2447946.045,157449.6635,58.64634743,2563342.314,2407073.692,156268.6218,790739.6859,76.42455712,71.76549924,6.096283785,0
West Midlands,2003,2605610.619,2456425.103,149185.5168,58.81227198,2565861.517,2417528.003,148333.514,790213.4834,76.45423647,72.03438548,5.781041299,0
West Midlands,2003,2600542.005,2453964.44,146577.565,58.72336895,2559626.381,2413627.895,145998.4858,798070.6193,76.23160698,71.88343364,5.703898307,0
West Midlands,2003,2609469.645,2461896.504,147573.141,58.87971971,2570618.832,2422722.895,147895.9369,788924.1682,76.51692006,72.11465651,5.753320372,0
West Midlands,2003,2596284.0,2453184.112,143099.8872,58.64299144,2549741.248,2406727.117,143014.1311,811222.7516,75.86339063,71.60823851,5.608966446,0
West Midlands,2003,2593173.043,2439922.105,153250.9376,58.2966305,2549316.993,2396080.63,153236.3633,813099.0068,75.8180128,71.26068368,6.010879138,0
West Midlands,2003,2593420.754,2442308.626,151112.1283,58.32462378,2552100.011,2401622.134,150477.8763,811853.9895,75.86607934,71.39283516,5.896237438,0
West Midlands,2003,2585784.985,2435640.946,150144.0394,58.13676532,2542128.962,2393158.541,148970.4205,823366.0384,75.53506874,71.10866429,5.86006543,0
West Midlands,2003,2592027.961,2444175.87,147852.0902,58.31468075,2550352.722,2403437.057,146915.6645,816359.2781,75.75203112,71.38825826,5.760601786,0
West Midlands,2004,2603585.597,2460486.999,143098.5976,58.67500384,2562164.285,2419714.23,142450.055,806188.7151,76.06578897,71.83671752,5.559754926,0
West Midlands,2004,2610408.521,2468960.241,141448.2801,58.8476225,2572168.937,2430548.036,141620.9011,797606.063,76.330584,72.12790278,5.50589423,0
West Midlands,2004,2609325.932,2464445.75,144880.182,58.70943017,2568069.744,2422998.665,145071.0793,803279.2556,76.17335804,71.87030073,5.649031908,0
West Midlands,2004,2614718.534,2470673.931,144044.6033,58.82755871,2574987.313,2430528.689,144458.6235,797968.6871,76.34215545,72.05930612,5.610071271,0
West Midlands,2004,2617007.005,2469741.949,147265.0553,58.77954604,2575478.439,2428994.01,146484.4292,798896.5611,76.32460645,71.98352316,5.68765892,0
West Midlands,2004,2617242.365,2472788.604,144453.7612,58.81883687,2574307.418,2430638.379,143669.0387,801706.5818,76.2528656,71.99728376,5.5808812,0
West Midlands,2004,2599207.006,2465615.691,133591.3147,58.62381589,2559655.262,2426425.446,133229.8161,817641.7379,75.79005525,71.84518999,5.204990612,0
West Midlands,2004,2608725.17,2472351.753,136373.4165,58.74610947,2568163.024,2432371.278,135791.7454,811338.9763,75.99235105,71.97425178,5.287504887,0
West Midlands,2004,2636544.546,2504838.007,131706.5392,59.47068397,2599728.026,2468424.406,131303.6195,782415.974,76.86627258,72.9840127,5.050667539,0
West Midlands,2004,2641413.285,2507956.638,133456.6461,59.50861451,2601553.148,2469669.948,131883.1992,782663.8523,76.87311859,72.97611082,5.069402459,0
West Midlands,2004,2641985.009,2513318.053,128666.956,59.59347957,2600312.9,2472985.828,127327.0718,786373.1002,76.7804544,73.02081823,4.896605782,0
West Midlands,2004,2640187.636,2513548.031,126639.6057,59.56122523,2595156.663,2469904.681,125251.9816,793676.3369,76.57965627,72.88363521,4.826374584,0
West Midlands,2005,2636394.495,2510950.275,125444.2199,59.45586683,2587512.842,2463302.644,124210.1987,803762.1577,76.29911589,72.63647577,4.800370328,0
West Midlands,2005,2651534.385,2524825.909,126708.476,59.74276208,2601951.478,2477399.953,124551.5249,791650.5221,76.6722638,73.00207723,4.786850406,0
West Midlands,2005,2649172.635,2524181.817,124990.8175,59.68971193,2597561.245,2474744.113,122817.132,798386.7548,76.49001826,72.87343956,4.72817079,0
West Midlands,2005,2654019.979,2534821.199,119198.7796,59.89899394,2603319.688,2485335.871,117983.8164,795099.3124,76.60384689,73.1321203,4.532052553,0
West Midlands,2005,2650728.917,2531766.397,118962.5202,59.78929642,2599415.988,2480875.168,118540.8199,800974.0119,76.44464277,72.95854794,4.560286637,0
West Midlands,2005,2645013.21,2523579.993,121433.2172,59.5531026,2597102.448,2476063.175,121039.2731,805786.552,76.32051613,72.76355987,4.660550577,0
West Midlands,2005,2642239.749,2520596.706,121643.0434,59.44178291,2593212.462,2472046.192,121166.2691,812103.5384,76.15188903,72.59373851,4.67243895,0
West Midlands,2005,2637655.712,2518295.987,119359.7254,59.3468277,2587851.411,2469071.412,118779.9984,820045.5894,75.93690216,72.45146823,4.589907979,0
West Midlands,2005,2642003.958,2517439.0,124564.9576,59.28209354,2591625.288,2467882.999,123742.2892,818991.7117,75.98699263,72.35884296,4.774698325,0
West Midlands,2005,2633124.236,2505081.778,128042.4577,58.95415629,2578442.921,2450852.992,127589.9295,834425.0787,75.55061963,71.81212376,4.948332517,0
West Midlands,2005,2652432.361,2518961.873,133470.4877,59.2368948,2595188.326,2462463.135,132725.1914,820485.6739,75.97880612,72.09303741,5.114279766,0
West Midlands,2005,2650890.243,2510316.292,140573.9512,58.99031392,2594364.631,2454258.889,140105.742,823950.3691,75.89600815,71.79732965,5.400387454,0
West Midlands,2006,2660337.002,2516752.649,143584.353,59.10106475,2601886.998,2458983.993,142903.0057,819064.0016,76.05741791,71.88012903,5.492283323,0
West Midlands,2006,2645047.076,2502993.459,142053.6167,58.73830033,2591649.411,2450038.888,141610.523,831733.5892,75.70433722,71.56777047,5.464108007,0
West Midlands,2006,2670272.4,2530848.429,139423.9712,59.34940223,2613167.529,2474175.916,138991.6134,812915.4711,76.27274438,72.21587788,5.318894095,0
West Midlands,2006,2682940.993,2539807.449,143133.5439,59.51738635,2624682.006,2481665.962,143016.0442,804030.9942,76.55006429,72.37893523,5.448890336,0
West Midlands,2006,2678317.063,2537168.219,141148.8437,59.4137008,2621694.479,2481419.736,140274.7436,809636.5208,76.40459283,72.31653652,5.350537399,0
West Midlands,2006,2687695.815,2538488.7,149207.1147,59.40489301,2630661.392,2483119.997,147541.3945,803170.6085,76.61007852,72.31338042,5.608528525,0
West Midlands,2006,2692703.284,2536412.336,156290.9484,59.31158155,2636192.245,2480952.252,155239.9924,800355.7552,76.71047356,72.19315,5.888796341,0
West Midlands,2006,2703350.051,2539415.214,163934.8371,59.34248838,2640574.968,2478242.318,162332.6495,798071.0325,76.79112556,72.07029505,6.1476251,0
West Midlands,2006,2708162.276,2543762.61,164399.6664,59.3998285,2644863.433,2482341.136,162522.2967,796180.5671,76.86223811,72.13918614,6.144827544,0
West Midlands,2006,2701576.137,2534808.432,166767.7047,59.15111,2640295.238,2475866.491,164428.7474,802900.7615,76.68152607,71.90605737,6.227665187,0
West Midlands,2006,2692530.976,2517792.506,174738.47,58.70909801,2627997.747,2455917.482,172080.2645,817619.2532,76.27074474,71.27656621,6.547960885,0
West Midlands,2006,2693852.799,2514432.312,179420.4867,58.58715326,2630319.749,2452221.493,178098.2563,817662.251,76.2857738,71.12048418,6.770973618,0
West Midlands,2007,2692031.838,2511341.812,180690.0263,58.4766113,2629387.354,2450686.168,178701.1858,820784.6461,76.21032673,71.03084044,6.796305062,0
West Midlands,2007,2682947.775,2514806.716,168141.0595,58.51374634,2620305.141,2453866.029,166439.1122,832198.8587,75.89578872,71.07496556,6.351898089,0
West Midlands,2007,2673800.663,2503124.084,170676.5785,58.20512217,2610075.107,2441291.572,168783.5353,844451.8926,75.55520936,70.66934408,6.466616032,0
West Midlands,2007,2674056.329,2506873.556,167182.7734,58.24811313,2613946.307,2446979.802,166966.5048,842993.6928,75.61445403,70.78456098,6.387526185,0
West Midlands,2007,2688353.57,2509290.82,179062.7502,58.26442342,2626358.396,2448314.165,178044.2315,832711.6037,75.92672008,70.77954955,6.779129297,0
West Midlands,2007,2696342.769,2516988.9,179353.8693,58.4008469,2631922.272,2453532.556,178389.7157,829535.7284,76.03507746,70.88147699,6.777924925,0
West Midlands,2007,2710973.086,2531662.068,179311.0182,58.6974627,2649067.562,2470415.925,178651.637,814805.4384,76.47704063,71.31947172,6.743944154,0
West Midlands,2007,2706914.331,2532266.842,174647.4895,58.66602698,2644188.027,2470243.579,173944.4478,821666.9735,76.29251733,71.27371395,6.57836909,0
West Midlands,2007,2713480.237,2539505.296,173974.9418,58.78858714,2648147.629,2474426.858,173720.7713,819748.3707,76.36179486,71.35239517,6.560086355,0
West Midlands,2007,2703412.152,2534150.657,169261.4948,58.61944058,2639979.137,2471552.954,168426.1826,829912.8634,76.08245837,71.22852682,6.379830062,0
West Midlands,2007,2701560.818,2534745.846,166814.9722,58.58443606,2638991.66,2472348.539,166643.1213,833165.3396,76.00438749,71.20497544,6.314651303,0
West Midlands,2007,2699552.903,2544684.134,154868.7683,58.7723515,2639135.33,2484905.109,154230.2218,834777.6695,75.97010433,71.53043581,5.843967909,0
West Midlands,2008,2695824.256,2542762.156,153062.0997,58.6788062,2635234.169,2482319.468,152914.7009,840902.8309,75.80927245,71.41028873,5.802698775,0
West Midlands,2008,2717930.889,2556211.431,161719.4583,58.94440662,2663226.065,2501824.594,161401.4714,814959.9349,76.56939753,71.92900534,6.060374428,0
West Midlands,2008,2712908.433,2547126.038,165782.3949,58.68890448,2655051.754,2489979.709,165072.0442,825162.2465,76.28989923,71.54674136,6.217281604,0
West Midlands,2008,2703862.555,2530887.543,172975.0119,58.26733076,2642269.226,2469074.14,173195.0867,840108.7735,75.87542841,70.90195664,6.554785749,0
West Midlands,2008,2702050.53,2537561.945,164488.585,58.37505628,2640490.885,2476252.073,164238.8123,843940.1147,75.77968642,71.06618191,6.220010577,0
West Midlands,2008,2693693.912,2524853.985,168839.9275,58.03764378,2633424.274,2464930.768,168493.5058,853190.726,75.52954008,70.69695875,6.3982666,0
West Midlands,2008,2677031.125,2511541.662,165489.4633,57.68671412,2619825.685,2455073.745,164751.9397,868772.3154,75.09680636,70.37422325,6.288660374,0
West Midlands,2008,2677327.689,2507610.719,169716.9698,57.56678128,2619460.029,2450481.185,168978.8438,869761.9708,75.07289674,70.23001647,6.450903694,0
West Midlands,2008,2680086.486,2502788.555,177297.9304,57.42859151,2622184.981,2445118.24,177066.7405,867606.019,75.13873986,70.06489043,6.752641091,0
West Midlands,2008,2677937.007,2491076.983,186860.0241,57.12757362,2623169.295,2436672.276,186497.0193,867372.7047,75.15077301,69.80784864,7.109606674,0
West Midlands,2008,2695110.76,2501041.473,194069.2866,57.32874207,2637076.453,2443777.556,193298.8969,854038.5468,75.53679708,69.99991568,7.330045236,0
West Midlands,2008,2707891.13,2496981.656,210909.4734,57.20324382,2649047.257,2439216.243,209831.0141,842962.7428,75.86024259,69.85135332,7.920999278,0
West Midlands,2009,2711453.242,2492716.145,218737.0964,57.07677197,2651334.717,2433624.991,217709.7266,841207.2828,75.91418277,69.68062204,8.211325607,0
West Midlands,2009,2697512.318,2469577.347,227934.971,56.51633526,2639159.636,2411965.656,227193.9799,854120.364,75.54961629,69.04587254,8.60857285,0
West Midlands,2009,2708216.783,2458048.93,250167.8531,56.22488154,2643004.99,2394646.712,248358.2775,850893.0105,75.64631221,68.53796854,9.396814553,0
West Midlands,2009,2728654.439,2472202.28,256452.1587,56.52144633,2666527.89,2411046.301,255481.5893,828004.1102,76.30572248,68.99482679,9.58105821,0
West Midlands,2009,2725947.985,2445496.652,280451.3331,55.87844444,2661444.381,2383548.241,277896.1392,833806.6194,76.14458534,68.19390772,10.44155351,0
West Midlands,2009,2751462.07,2458240.74,293221.3294,56.14327832,2684901.34,2394767.098,290134.242,810885.6601,76.80391683,68.50437678,10.80614165,0
West Midlands,2009,2733502.48,2447130.129,286372.3503,55.85835898,2668908.952,2385682.652,283226.3005,827674.0477,76.32906047,68.22897245,10.61206304,0
West Midlands,2009,2732621.051,2446390.952,286230.0986,55.80487729,2667839.293,2383379.19,284460.1033,830057.7067,76.26980707,68.13748918,10.66256517,0
West Midlands,2009,2735537.235,2460994.144,274543.0918,56.10405203,2665434.978,2393015.032,272419.9462,833516.0218,76.17811676,68.39235622,10.22046865,0
West Midlands,2009,2747234.784,2473740.206,273494.5773,56.3527214,2676613.271,2405322.279,271290.9921,823951.7292,76.46232168,68.71240153,10.13560663,0
West Midlands,2009,2742872.8,2485171.221,257701.579,56.57868519,2671229.882,2416143.291,255086.5911,830427.1177,76.28473841,68.99999889,9.549406165,0
West Midlands,2009,2728742.445,2482509.523,246232.9215,56.48128567,2659331.254,2415671.024,243660.2292,843569.7464,75.91796781,68.96201247,9.162462514,0
West Midlands,2010,2723770.7,2476629.077,247141.6231,56.31112307,2655557.347,2411105.23,244452.1171,848594.653,75.78316657,68.80709598,9.205303638,0
West Midlands,2010,2719666.515,2472947.277,246719.2386,56.18816362,2656647.965,2411372.925,245275.0408,849011.0347,75.7816994,68.78515351,9.232500654,0
West Midlands,2010,2720737.295,2470177.107,250560.1882,56.08937296,2658730.715,2409558.536,249172.1784,848092.2854,75.81593695,68.71058323,9.37184714,0
West Midlands,2010,2722391.081,2475639.473,246751.6077,56.18017385,2662148.721,2415690.787,246457.9341,845746.2789,75.89020541,68.86439836,9.257857463,0
West Midlands,2010,2735559.902,2495443.072,240116.8299,56.58891073,2671570.267,2431429.381,240140.8863,837944.7329,76.12363153,69.28106536,8.988754263,0
West Midlands,2010,2728948.571,2498378.746,230569.8249,56.61731222,2662323.628,2432435.931,229887.6968,848432.3718,75.83334268,69.28524601,8.634851691,0
West Midlands,2010,2748045.139,2516422.761,231622.3783,56.99053474,2677879.885,2447085.831,230794.0549,834046.1145,76.25103392,69.67931074,8.618536483,0
West Midlands,2010,2748999.233,2522801.418,226197.8158,57.09325644,2680479.52,2455366.938,225112.5823,833255.4801,76.28576202,69.87911546,8.398220565,0
West Midlands,2010,2743630.712,2500360.964,243269.7482,56.54856501,2678067.992,2435984.913,242083.079,837112.0083,76.18579964,69.29900923,9.039467247,0
West Midlands,2010,2734253.653,2492900.79,241352.8632,56.33937655,2665644.827,2426584.539,239060.2886,851189.1729,75.79672021,68.99912076,8.968197344,0
West Midlands,2010,2724981.293,2460453.531,264527.7617,55.56759243,2657075.671,2394108.928,262966.7428,861441.3293,75.51692007,68.04312521,9.896848091,0
West Midlands,2010,2717947.362,2456056.983,261890.3786,55.42857943,2649723.962,2388843.497,260880.4643,870401.0384,75.27357584,67.86246219,9.84557139,0
West Midlands,2011,2718319.229,2451963.063,266356.1655,55.3011548,2643989.485,2378495.853,265493.6324,877538.5151,75.08074577,67.54158571,10.04140273,0
West Midlands,2011,2717289.373,2457551.882,259737.4916,55.38694274,2639004.372,2381158.181,257846.1912,884330.6275,74.90075092,67.58250865,9.770585977,0
West Midlands,2011,2726201.926,2464863.96,261337.966,55.51480401,2641253.868,2383054.248,258199.6202,883520.1316,74.93399204,67.60871047,9.7756457,0
West Midlands,2011,2715467.55,2471764.311,243703.2391,55.6302234,2636308.886,2394963.18,241345.7063,890194.1139,74.75702945,67.91326081,9.154682427,0
West Midlands,2011,2723069.289,2488041.22,235028.0685,55.95735123,2645300.825,2410171.44,235129.385,882814.1748,74.97773812,68.31329025,8.888568844,0
West Midlands,2011,2706045.962,2475748.772,230297.1909,55.64373186,2630650.551,2401758.334,228892.2173,899072.449,74.52852677,68.04381912,8.700973881,0
West Midlands,2011,2693213.336,2449981.808,243231.5283,55.0264771,2625976.911,2384101.529,241875.382,905305.0895,74.36327403,67.51376776,9.210872382,0
West Midlands,2011,2709838.668,2466143.302,243695.3658,55.35851653,2640287.55,2403030.912,237256.6375,890954.4504,74.76937433,68.05058708,8.986015087,0
West Midlands,2011,2713671.215,2472695.796,240975.4189,55.48111831,2640235.993,2402785.866,237450.1277,890599.0066,74.77653284,68.0514911,8.993519076,0
West Midlands,2011,2707270.512,2457195.779,250074.7334,55.106036,2633035.419,2388522.896,244512.5238,897439.5805,74.58020293,67.65443448,9.286336295,0
West Midlands,2011,2707393.197,2459655.02,247738.1765,55.13260175,2630459.073,2383276.989,247182.0842,899822.9268,74.51130174,67.50953575,9.396918079,0
West Midlands,2011,2721574.717,2469372.439,252202.2774,55.32229144,2646182.628,2394871.02,251311.6077,883823.3722,74.96255326,67.84325636,9.497137691,0
West Midlands,2012,2729045.773,2482588.933,246456.8396,55.59038871,2650073.454,2405198.256,244875.1983,879680.5458,75.07813446,68.14067654,9.24031739,0
West Midlands,2012,2731183.191,2486955.641,244227.55,55.66220609,2657394.475,2416012.421,241382.0533,871996.5255,75.29328642,68.454088,9.083410674,0
West Midlands,2012,2739741.105,2504533.266,235207.839,56.02695669,2654655.507,2422129.409,232526.0988,874480.4926,75.22111665,68.63236238,8.759181677,0
West Midlands,2012,2737011.392,2508293.109,228718.2834,56.08267402,2650190.837,2423077.409,227113.4284,878633.1627,75.10124725,68.66529498,8.569700915,0
West Midlands,2012,2741648.997,2505006.196,236642.801,55.98192036,2653466.26,2419893.298,233572.9612,875055.7404,75.20050207,68.58093271,8.80256006,0
West Midlands,2012,2754482.874,2513601.724,240881.1505,56.14598222,2664099.602,2428615.236,235484.3653,864225.3983,75.50607163,68.83195954,8.839172722,0
West Midlands,2012,2782743.834,2539853.129,242890.7042,56.70521272,2689487.746,2453009.366,236478.3796,838412.254,76.23480671,69.5317148,8.792692211,0
West Midlands,2012,2782515.357,2542273.845,240241.5122,56.73288685,2693658.638,2459493.937,234164.7014,834375.3617,76.35013263,69.71287513,8.693183988,0
West Midlands,2012,2799214.46,2560696.075,238518.3851,57.11581265,2711249.775,2474971.59,236278.1852,817152.2247,76.84072776,70.14426333,8.714733231,0
West Midlands,2012,2801078.017,2554568.362,246509.6553,56.95111279,2720724.368,2477073.985,243650.3824,808019.6321,77.10177808,70.1970442,8.955349734,0
West Midlands,2012,2823680.281,2566420.516,257259.7646,57.18890005,2733813.828,2474984.753,258829.0751,795138.1718,77.46814998,70.13370409,9.467692072,0
West Midlands,2012,2834729.089,2582966.861,251762.2278,57.52892098,2743421.152,2488874.401,254546.7509,785850.8482,77.73334421,70.52090065,9.278442382,0
