Region,Year,Total economically active,Total in employment,Unemployed,Employment rate (%),Total economically active (16 to 64),Total in employment (16 to 64),Unemployed (16 to 64),Economically inactive (16 to 64),Economic activity rate (%) (16 to 64),Employment rate (%) (16 to 64),Unemployment rate (%) (16 to 64),Treated
North East,2008,1250459.911,1161271.724,89188.18748,56.03784607,1228746.601,1140148.119,88598.48128,429178.3995,74.11352145,68.76958362,7.210476208,0
North East,2008,1240224.607,1145582.742,94641.86506,55.25884607,1221351.92,1127685.224,93666.69573,436945.0804,73.65097565,68.00260894,7.669099645,0
North East,2008,1249802.515,1148223.566,101578.9498,55.36606652,1230738.199,1129738.106,101000.0931,427832.8013,74.204734,68.11514886,8.206464479,0
North East,2008,1256185.717,1152622.763,103562.954,55.55753644,1234819.183,1132319.26,102499.9233,424107.8172,74.43481135,68.25612336,8.300804254,0
North East,2008,1259308.675,1155108.547,104200.1276,55.66104152,1236809.893,1133599.53,103210.3628,422330.1072,74.54523987,68.32452535,8.34488497,0
North East,2008,1252346.314,1149425.31,102921.0046,55.36525426,1231422.488,1129371.727,102050.7611,428029.512,74.2065747,68.05690836,8.287225713,0
North East,2009,1252697.688,1149614.444,103083.2446,55.35468704,1232444.314,1129932.841,102511.4731,427294.6858,74.25530847,68.07894742,8.317736706,0
North East,2009,1247319.939,1147200.869,100119.0697,55.21988633,1225635.235,1125817.549,99817.68604,434381.7653,73.83269175,67.81963972,8.144159307,0
North East,2009,1246344.738,1145053.56,101291.1785,55.0944891,1224514.008,1123588.995,100925.0134,435886.992,73.74808905,67.66973728,8.242046457,0
North East,2009,1239389.835,1136721.37,102668.4645,54.67558993,1218906.867,1115713.787,103193.0801,441738.1328,73.39960481,67.18556869,8.466034844,0
North East,2009,1234618.226,1122674.631,111943.5949,53.9799063,1214032.014,1102236.142,111795.8722,446947.986,73.09130839,66.36059085,9.208642842,0
North East,2009,1225697.211,1105480.48,120216.7306,53.13269664,1205034.79,1085544.962,119489.8282,456324.21,72.53307624,65.34078196,9.915882033,0
North East,2009,1225076.989,1108638.78,116438.2096,53.26293896,1204300.278,1088384.288,115915.9899,457406.7221,72.47368386,65.49796613,9.625173391,0
North East,2009,1235883.092,1118283.74,117599.3523,53.70317365,1214310.245,1097675.405,116634.84,447699.755,73.06275203,66.04505418,9.60502808,0
North East,2009,1238910.283,1118133.253,120777.0293,53.66782869,1215945.063,1095718.515,120226.5484,446591.9371,73.13792492,65.90641378,9.887498379,0
North East,2009,1240011.853,1114951.934,125059.9189,53.48871481,1217572.3,1093050.906,124521.3938,445351.7003,73.21875803,65.73065912,10.22702256,0
North East,2009,1265740.448,1139670.362,126070.0864,54.64930946,1239192.041,1113702.735,125489.3052,424097.9594,74.50246443,66.95782067,10.12670361,0
North East,2009,1257211.374,1139195.152,118016.2216,54.59583966,1232776.219,1115256.81,117519.409,431034.781,74.09352498,67.03025824,9.532906879,0
North East,2010,1252820.454,1134931.014,117889.4396,54.36633806,1227563.418,1110472.313,117091.1049,436672.582,73.76137868,66.72565148,9.538497414,0
North East,2010,1252477.053,1134365.945,118111.1083,54.30984568,1228568.148,1110837.668,117730.4804,436140.8519,73.80077528,66.72863952,9.582739106,0
North East,2010,1254766.294,1135172.898,119593.3959,54.32327803,1228057.999,1109949.465,118108.534,437049.0007,73.75249755,66.65934773,9.617504556,0
North East,2010,1262188.157,1140930.719,121257.4377,54.57364059,1238580.689,1118056.99,120523.6991,426924.3108,74.36667492,67.13020916,9.730791071,0
North East,2010,1270008.362,1147675.374,122332.9878,54.86754318,1251356.517,1130148.907,121207.6099,414581.4829,75.11423097,67.83859347,9.686097305,0
North East,2010,1267067.973,1146205.908,120862.0655,54.76977211,1245868.386,1125346.836,120521.5498,420513.6137,74.76487302,67.53234471,9.673698375,0
North East,2010,1274399.843,1157896.551,116503.2926,55.30072579,1250150.564,1133796.682,116353.8821,416655.4357,75.00276363,68.02211428,9.307189503,0
North East,2010,1273887.543,1158835.661,115051.8828,55.3270277,1246914.189,1131929.881,114984.3078,419978.8111,74.80469286,67.90657115,9.221509296,0
North East,2010,1276916.621,1161836.426,115080.195,55.44805791,1246286.172,1131265.523,115020.6493,420872.8279,74.75508768,67.85588674,9.229072088,0
North East,2010,1259941.024,1136529.706,123411.3178,54.2192445,1233220.239,1110946.975,122273.264,434089.7613,73.96466396,66.63109888,9.914957619,0
North East,2010,1246173.417,1127236.697,118936.7201,53.75711451,1217728.738,1100351.395,117377.3428,449765.2622,73.02747343,65.98832709,9.639038577,0
North East,2010,1243615.953,1118685.052,124930.9014,53.32820965,1216264.516,1092951.878,123312.6386,451418.4838,72.93139741,65.5371481,10.13863653,0
North East,2011,1251854.261,1127462.886,124391.3749,53.73028585,1223452.114,1100597.466,122854.6486,444277.8855,73.36032298,65.99374395,10.04163932,0
North East,2011,1248875.472,1121405.124,127470.3477,53.41827903,1221009.249,1093825.707,127183.5425,446979.7508,73.20247611,65.5775132,10.41626365,0
North East,2011,1241906.376,1115277.238,126629.1381,53.10841461,1216714.735,1090397.955,126316.7808,451399.2647,72.93954342,65.36711248,10.38179099,0
North East,2011,1240580.496,1126158.703,114421.7929,53.60523941,1213544.689,1098741.359,114803.33,454822.3113,72.73847353,65.85729391,9.460165006,0
North East,2011,1246094.503,1125674.337,120420.1659,53.56410648,1217845.786,1097939.321,119906.4649,450608.2142,72.99247002,65.80578912,9.845783952,0
North East,2011,1264342.503,1137750.338,126592.1647,54.11764076,1232043.054,1106199.66,125843.3936,436614.946,73.83436594,66.29277302,10.21420422,0
North East,2011,1263471.92,1128787.913,134684.0074,53.67300827,1233589.618,1099825.27,133764.3478,435202.3823,73.92111286,65.90547353,10.84350467,0
North East,2011,1249045.147,1110484.711,138560.4358,52.79017937,1224405.896,1082898.553,141507.3428,443559.1041,73.40716957,64.9233379,11.55722488,0
North East,2011,1255166.32,1109562.354,145603.9659,52.73402369,1226024.129,1078585.713,147438.4153,441099.8713,73.541268,64.69738984,12.02573521,0
North East,2011,1256283.766,1110165.586,146118.1802,52.7561994,1227944.389,1081243.483,146700.9064,438140.6111,73.70238547,64.89725809,11.94686891,0
North East,2011,1260562.201,1109513.86,151048.3403,52.71004943,1231352.466,1082056.534,149295.9319,434038.5338,73.93773992,64.97312249,12.1245489,0
North East,2011,1269436.645,1126936.76,142499.8854,53.52825422,1239273.793,1101331.093,137942.6992,425142.2073,74.45697426,66.16922052,11.13093007,0
North East,2012,1266627.717,1130838.542,135789.1747,53.70282012,1239360.494,1106349.591,133010.9036,424211.5055,74.4999612,66.50446094,10.7322207,0
North East,2012,1266702.873,1126795.26,139907.6123,53.50056811,1241601.877,1104699.308,136902.5686,421087.1232,74.67433036,66.44052544,11.02628558,0
North East,2012,1277336.755,1134081.223,143255.5319,53.83503084,1249265.785,1107363.39,141902.3958,412551.2146,75.17469044,66.63569994,11.35886354,0
North East,2012,1272942.565,1131473.056,141469.5097,53.6993673,1243582.6,1105187.118,138395.4819,417378.3998,74.87127032,66.53901677,11.12877278,0
North East,2012,1267380.221,1131165.476,136214.7451,53.67442732,1239288.353,1104176.158,135112.1956,420772.6466,74.65318162,66.51419182,10.90240179,0
North East,2012,1262203.733,1132659.165,129544.5684,53.73637932,1232672.907,1104579.535,128093.3718,426435.0931,74.29732765,66.5767108,10.39151353,0
North East,2012,1268558.564,1139783.413,128775.1515,54.06206142,1239596.411,1108725.761,130870.6508,418683.5885,74.75193643,66.85998508,10.55752095,0
North East,2012,1277012.519,1153513.227,123499.2918,54.69671419,1250337.046,1123467.596,126869.4507,407648.9538,75.41300386,67.76098203,10.1468201,0
North East,2012,1275109.305,1153458.457,121650.8473,54.67786101,1247438.976,1123104.43,124334.5458,410228.0241,75.25268802,67.75211367,9.967184624,0
North East,2012,1268168.787,1149840.004,118328.7824,54.48729815,1240436.521,1121190.484,119246.0374,417003.4789,74.84050832,67.64591682,9.613231743,0
North East,2012,1268801.404,1153930.008,114871.396,54.66466162,1239130.285,1125489.192,113641.0929,417978.7147,74.77663119,67.91883892,9.171036673,0
North East,2012,1264156.669,1141051.22,123105.4484,54.03884182,1238547.942,1119593.373,118954.5696,418281.0576,74.75412021,67.57446742,9.604357291,0
North East,2013,1259387.159,1135534.207,123852.952,53.76162407,1230778.11,1109968.513,120809.597,425689.8899,74.30135143,67.00814704,9.815708944,0
North East,2013,1259498.669,1132946.411,126552.2578,53.62432944,1230093.21,1106427.425,123665.7852,426015.7897,74.27610201,66.80885286,10.05336703,0
North East,2013,1250758.654,1128834.498,121924.1559,53.40953223,1218641.486,1097932.138,120709.3476,437322.5144,73.5910615,66.30169122,9.905238663,0
North East,2013,1257212.822,1131873.259,125339.5624,53.53638727,1225022.345,1103440.163,121582.1818,430679.6554,73.98809355,66.64485293,9.92489503,0
North East,2013,1259006.612,1129676.902,129329.7107,53.41653415,1222364.515,1095481.129,126883.3858,432993.4851,73.84290981,66.17789802,10.38015945,0
North East,2013,1262337.352,1134010.792,128326.5599,53.6055685,1226279.526,1099930.586,126348.9398,428766.4741,74.09338024,66.4592154,10.30343711,0
North East,2013,1276542.161,1147666.05,128876.1106,54.23688521,1242828.237,1111742.36,131085.8764,411825.7632,75.11106472,67.1888117,10.54738479,0
North East,2013,1255497.641,1128917.519,126580.1218,53.33747461,1228486.631,1097980.711,130505.92,425786.3687,74.26142066,66.37240113,10.62330812,0
North East,2013,1271363.884,1144521.966,126841.9181,54.05925318,1245490.867,1115184.588,130306.279,408501.1326,75.30210953,67.42381997,10.46224283,0
North East,2013,1272214.159,1146339.226,125874.9325,54.13105124,1247904.475,1120857.514,127046.9611,405725.525,75.46455223,67.78163881,10.18082423,0
North East,2013,1272111.442,1142721.401,129390.0414,53.94457416,1246101.341,1117778.828,128322.5131,407244.6585,75.36845533,67.60707247,10.29791951,0
North East,2013,1266314.587,1139767.198,126547.3888,53.7915801,1238499.687,1115382.223,123117.464,414450.313,74.92662736,67.47827962,9.940855483,0
North East,2014,1276248.852,1154603.951,121644.9012,54.47666072,1243493.377,1124467.107,119026.2695,409151.6232,75.24261876,68.04045075,9.571926295,0
North East,2014,1288028.615,1167772.191,120256.4238,55.08180117,1258157.143,1139731.546,118425.597,394187.8566,76.14373169,68.97660878,9.412623663,0
North East,2014,1298495.944,1167170.874,131325.0704,55.04188483,1269720.504,1139052.172,130668.3325,382189.4957,76.86378219,68.95364589,10.2911099,0
North East,2014,1295178.338,1166809.808,128368.53,55.00838496,1272514.61,1145919.718,126594.8913,379118.3904,77.04584551,69.38101372,9.948403761,0
North East,2014,1303103.125,1176484.728,126618.3975,55.44939231,1276237.454,1150555.858,125681.5952,375077.5463,77.28612976,69.67512912,9.847822195,0
North East,2014,1296637.042,1176684.027,119953.0149,55.44451761,1271483.524,1151367.356,120116.168,379458.4756,77.01563861,69.74002457,9.446930745,0
North East,2014,1286400.852,1160552.042,125848.8101,54.67135497,1260780.313,1132430.425,128349.8877,389759.6869,76.38592903,68.60969291,10.18019447,0
North East,2014,1286933.191,1167878.906,119054.2853,55.0072584,1259611.297,1137674.03,121937.2667,390682.7033,76.3264786,68.93765778,9.680547244,0
North East,2014,1287642.294,1169944.132,117698.1626,55.09220528,1258119.461,1137921.937,120197.5241,392028.5388,76.24282556,68.95878049,9.55374492,0
North East,2014,1291275.616,1176300.045,114975.5705,55.38279217,1259885.021,1144863.189,115021.8312,389939.9794,76.36476721,69.39300771,9.129549864,0
North East,2014,1284770.219,1174932.889,109837.3304,55.3091269,1255262.502,1147695.385,107567.1165,394254.4984,76.09879144,69.57766335,8.569292585,0
North East,2014,1279519.041,1177373.084,102145.9568,55.4118158,1252584.312,1153945.353,98638.95849,396830.6881,75.9411253,69.96088634,7.874835854,0
North East,2015,1277114.253,1177773.492,99340.76111,55.42218331,1249362.184,1153745.536,95616.64878,399771.8157,75.75868209,69.96069061,7.653236986,0
North East,2015,1275932.713,1176067.709,99865.00331,55.33446768,1244549.58,1147122.318,97427.26252,404236.4196,75.48278433,69.57375414,7.828315083,0
North East,2015,1269202.094,1172126.283,97075.81027,55.13714042,1231355.224,1135600.955,95754.26931,417244.7758,74.69096349,68.88274626,7.776331917,0
North East,2015,1273915.593,1176940.898,96974.69501,55.35492416,1233173.79,1137910.634,95263.15525,415156.2104,74.81352579,69.0341518,7.725038924,0
North East,2015,1263320.119,1164450.279,98869.83968,54.75620008,1224897.725,1127967.568,96930.15709,423223.275,74.32086146,68.43960898,7.913326567,0
North East,2015,1258295.79,1155454.887,102840.9029,54.32536533,1219419.474,1116732.315,102687.1588,428393.5259,74.00229723,67.7705732,8.42098728,0
North East,2015,1265918.05,1157672.457,108245.5925,54.41806295,1227963.183,1119340.863,108622.3197,419634.8173,74.53050943,67.93774106,8.845730981,0
North East,2015,1268978.527,1158748.193,110230.3345,54.44961249,1232748.214,1121696.099,111052.1146,414940.786,74.81680184,68.07693074,9.00849933,0
North East,2015,1272081.949,1162639.79,109442.1591,54.61471964,1235407.714,1125404.902,110002.8124,412333.286,74.97584354,68.2998664,8.904170755,0
North East,2015,1282270.766,1171140.231,111130.5354,54.99348849,1240773.946,1129926.337,110847.6097,407093.0535,75.29575788,68.56902509,8.933747365,0
North East,2015,1297672.98,1193831.725,103841.2554,56.04083411,1252678.804,1152432.197,100246.6064,395255.1963,76.01510762,69.93193885,8.002578645,0
North East,2015,1309201.261,1204422.117,104779.1433,56.51838842,1264743.994,1164036.386,100707.6082,383238.0059,76.74501263,70.63404733,7.962687207,0
North East,2016,1300424.765,1199241.868,101182.8974,56.2579042,1260677.927,1163911.382,96766.54437,387272.0734,76.49976799,70.62783351,7.675754634,0
North East,2016,1298526.305,1195083.94,103442.3649,56.04139834,1258941.583,1158807.679,100133.9043,389209.417,76.38508747,70.30955773,7.953816571,0
North East,2016,1294077.501,1192162.682,101914.8184,55.88585664,1257194.803,1157646.4,99548.40299,390974.1974,76.27827016,70.23833112,7.918295779,0
North East,2016,1291516.776,1196684.282,94832.49372,56.07684143,1253239.958,1161445.878,91794.08067,395078.0417,76.03144286,70.46248828,7.324541486,0
North East,2016,1298538.962,1201373.185,97165.77771,56.27768201,1262338.169,1166651.528,95686.64114,386038.8309,76.58067112,70.77577083,7.580111533,0
North East,2016,1306809.808,1208013.39,98796.41894,56.57058622,1268944.376,1169391.158,99553.21754,379453.6245,76.98046076,70.94106872,7.84535709,0
North East,2016,1307485.187,1210146.653,97338.53416,56.65008501,1267934.944,1169149.007,98785.93642,380611.0562,76.91231812,70.92001117,7.791088723,0
North East,2016,1297168.964,1209880.256,87288.70801,56.62687832,1261194.207,1171614.601,89579.60555,387135.793,76.51345344,71.07888599,7.102760625,0
North East,2016,1287512.63,1208453.078,79059.55251,56.55124077,1250722.611,1169643.865,81078.74572,397364.3889,75.88935603,70.96978893,6.482552166,0
North East,2016,1282032.361,1200396.737,81635.62413,56.16492889,1248282.653,1165411.333,82871.31921,399601.3474,75.75063855,70.7216851,6.638826474,0
North East,2016,1280621.962,1193764.664,86857.29838,55.84380597,1247438.343,1162247.086,85191.25701,400237.6574,75.70895872,70.53856982,6.829296014,0
North East,2016,1279790.08,1191654.363,88135.71649,55.73630034,1246151.558,1159859.758,86291.79984,401272.4421,75.64243072,70.40444706,6.92466332,0
North East,2017,1287454.716,1200130.864,87323.85227,56.12137281,1250790.436,1166020.449,84769.98681,396487.5642,75.93074368,70.78467927,6.77731332,0
North East,2017,1283875.504,1200991.137,82884.36694,56.15398637,1244014.968,1162349.879,81665.08861,402989.0321,75.53199433,70.57359176,6.564638748,0
North East,2017,1294612.893,1219216.409,75396.48376,56.99539438,1253034.668,1177911.506,75123.16259,393727.3319,76.0908175,71.52894623,5.995298015,0
North East,2017,1293351.879,1222919.185,70432.69355,57.16050053,1257488.557,1188220.429,69268.12801,389044.4431,76.37190126,72.16499329,5.508449968,0
North East,2017,1305311.592,1227266.374,78045.21742,57.35007516,1270982.249,1193647.988,77334.26098,375457.7511,77.19578295,72.49872378,6.084605906,0
North East,2017,1302792.582,1224595.764,78196.81727,57.21682872,1270956.803,1191437.741,79519.0623,375182.1972,77.20835257,72.37771176,6.256629818,0
North East,2017,1293710.154,1215699.582,78010.57202,56.79366247,1262352.479,1182766.208,79586.27037,383533.5213,76.69744312,71.86197636,6.304599683,0
North East,2017,1292168.905,1217724.025,74444.88058,56.8839596,1266535.219,1190062.698,76472.52076,378910.7808,76.9721534,72.324628,6.037930853,0
North East,2017,1304172.507,1233881.239,70291.26835,57.63311722,1269560.454,1197807.007,71753.44678,375522.5461,77.17303345,72.81134186,5.651833795,0
North East,2017,1302299.986,1228242.548,74057.43763,57.36381929,1267855.313,1192637.428,75217.8846,376869.6873,77.08615803,72.51287772,5.932686786,0
North East,2017,1294597.724,1227563.336,67034.38802,57.32706385,1252852.199,1187072.423,65779.77561,391481.801,76.19207527,72.19168511,5.250401895,0
North East,2017,1284532.797,1217161.3,67371.49757,56.83643268,1249917.46,1183369.129,66548.33134,394025.54,76.03167871,71.98358633,5.324218076,0
North East,2018,1280417.472,1213987.645,66429.82739,56.68323344,1248219.109,1183662.17,64556.9389,395327.8906,75.94666349,72.01876007,5.171923616,0
